Zone,Latitude,Longitude,Elevation,Urban Density,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Avg Temp,Flood?,Flood Risk
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,36.7428923973811,0.6583306537978628,0.6644182523203077,4.373930195620325,20.331617489521445,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,72.93862736385336,5.138419445449801,0.1280847623581436,7.027687019292156,35.78255886032923,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,49.96502504899115,0.11586888676363039,0.7154717296675528,1.7528203886717364,36.70947066276146,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,72.90068645930948,5.401784241525558,0.17750509308869244,11.898014251695963,16.772193409351182,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,46.55633791274264,4.332114286081453,0.9711918690367793,5.136031575332625,28.787440901893852,1,1
International City,25.1634,55.4179,6.5,1,45,51.03344078643218,4.779543247720093,0.3110673974348199,2.5660575487645736,42.75089125149869,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,99.72862118767455,0.6388746629492625,0.5708625364757712,10.009651334643081,24.59126897353157,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,75.20026521504622,4.452901418488347,0.02039954104963282,5.002133248989041,22.438625182134103,1,1
International City,25.1634,55.4179,6.5,1,45,34.08442293573494,0.6385425785763199,0.42425399248285867,7.249348277456292,26.17023129962029,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,99.4698322965453,6.936410659791679,0.3153529891415392,10.380344637984896,43.603633407663764,0,0
Deira,25.276987,55.296249,4.0,2,55,85.46760172038216,0.6485374678649825,0.2252354784403663,3.0573120662998403,34.417548670891875,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,94.11073372291517,0.42467256344883575,0.0021397059311462074,4.2951401296442695,33.500416151705906,1,1
International City,25.1634,55.4179,6.5,1,45,96.34941466228643,2.461337932045268,0.036514540906252724,2.969227082066878,34.443337357741285,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,43.517900539867426,5.656126470492884,0.12482385161508402,6.094438649354192,35.60834019851002,0,0
International City,25.1634,55.4179,6.5,1,45,60.90689329461733,5.640784114180402,0.4361108640696437,2.361452210091037,28.55062257300359,1,1
International City,25.1634,55.4179,6.5,1,45,34.318324992961045,2.266422503531873,0.4872718470281405,9.699256849987803,42.88343650587215,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,63.002824176909606,4.0365649391520115,0.806412169497446,2.708678109589354,27.852896661565175,0,0
Dubai Marina,25.08,55.14,6.0,2,42,38.21515111183284,6.293876324405989,0.31561220054997596,3.9639601828911437,32.40922600189457,0,0
Dubai Marina,25.08,55.14,6.0,2,42,79.95650171917127,5.062256308818448,0.7415888805844941,8.151207882503439,34.99453240640039,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,69.40810009076938,7.524500087498738,0.0145182297748907,6.90659071444821,37.25973300365085,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,31.203903091829876,9.92555604156499,0.5445483845537934,9.593332648774668,18.546654639137873,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,64.52071473666115,8.14821495228451,0.8573245509696285,7.089752089326407,18.527130702530133,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,43.54900880026348,0.1028540143501222,0.39169312990169924,7.7806168364204495,43.62386466012143,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,70.43204661501056,1.2322403146683614,0.6246149414226227,11.330702426218426,35.74607611159162,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,73.02585212242693,8.339598381920375,0.2716321587279311,9.638904669258478,17.77462338195608,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,34.162679403532046,9.723563767080757,0.16471781289905774,10.378694301072542,24.471857894104467,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,40.44032319669368,7.371083722663224,0.46070831595666606,11.785525320971054,16.662128731483378,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,61.79614597973385,4.957023108790918,0.4157082182638745,5.369711236208904,28.897160366969615,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,92.72540426135814,3.4496521464645458,0.14992992215300982,2.307510628822338,29.12197158256499,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,42.73675697056777,5.1229126142804615,0.5417570196601162,9.1750782424797,25.43758368924754,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,68.0091773798585,7.008315601813912,0.3522230388686154,9.184816609494938,34.68249739438046,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,30.460400458996553,8.15525405546855,0.4066263107118726,9.314246474629922,17.927968557079645,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,80.94774560705656,1.3360084335277755,0.7662492975151852,1.1879339618027478,41.69245316240951,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,81.08999801603804,0.4747191492326175,0.8357176197960241,11.010955316287278,38.432776702030694,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,88.67976133913604,2.3154522833643565,0.5776330515057033,9.619227124482169,25.996120681700326,0,0
International City,25.1634,55.4179,6.5,1,45,93.4211966418838,7.691681508989983,0.27302218527087674,1.5649182740954304,41.833133939726224,1,1
Deira,25.276987,55.296249,4.0,2,55,62.59761181901697,8.477075569881865,0.03576176068177794,3.665106665050251,15.31494907572721,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,80.84439790516952,7.653075502427034,0.31499191693200956,11.929551467577717,17.188612187494286,0,0
Deira,25.276987,55.296249,4.0,2,55,54.609546521348264,9.45470275379368,0.6119392187702294,9.378308983843732,36.77955046038913,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,90.91295083044942,4.536763006276535,0.6958458582916154,4.431162766877044,19.47293041570107,1,1
Mirdif,25.2203,55.4162,8.0,1,48,68.4845670251142,2.959618768390977,0.008771771530295402,5.414260944689531,37.50331268726944,0,0
Deira,25.276987,55.296249,4.0,2,55,85.63148290753614,9.506956115027869,0.22626510547348433,9.186282142686213,28.110075297431756,1,1
International City,25.1634,55.4179,6.5,1,45,40.422119633791674,2.0005042251412117,0.7643100058174797,1.6195840925815363,35.654029652805875,1,1
Deira,25.276987,55.296249,4.0,2,55,88.99742717244355,7.1530933815965625,0.632564031036691,9.735189111793275,18.834927737951134,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,96.31498002990129,9.815372863673664,0.4122295951654372,0.5304310828735552,40.80892972347002,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,87.55117616704737,3.0436508087773486,0.8780101528151453,10.295700325494883,35.088088807997025,0,0
Mirdif,25.2203,55.4162,8.0,1,48,46.23415549981942,2.7329789538547447,0.38318896118728785,0.8487092149358002,21.926490477316662,1,1
Mirdif,25.2203,55.4162,8.0,1,48,94.43576730832852,7.091890208639276,0.19561574441293672,6.398309036836141,27.985307028568833,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,43.876478739160945,1.9297030850190788,0.44675034393232904,2.5089541227780314,36.519810822441066,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,34.996042784640636,5.090980375428872,0.2004138034112054,4.487321077180184,35.97186398162444,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,97.85827020892988,0.4031668976892311,0.17015044698528692,0.6321333422367479,30.034834598673235,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,65.2384922311611,3.6460503759349114,0.33252130318625983,2.571003594513478,41.81989748653457,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,69.48820890589141,9.015884966892123,0.708565940457061,11.186596635278026,29.37398923130887,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,60.75130424372398,5.024382099278694,0.3933274211373854,11.628498087275622,29.298727089618698,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,96.34284482365409,0.535592483456615,0.12342241369858709,0.05844414040546431,41.0602113678286,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,38.82643651333414,8.546119897795117,0.14155708814566792,9.7023289709382,40.342486875905436,0,0
Deira,25.276987,55.296249,4.0,2,55,61.10270833917173,8.118054511680517,0.181567516357379,3.301333957190086,17.347269950681053,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,60.63971940015565,0.6344696122562477,0.4258598637597716,10.155339054151026,18.02112352401643,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,95.04014943898738,8.97302461658605,0.8037697856768702,1.6939092779697424,30.607801662855504,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,89.72894972892803,0.8365017181887546,0.056102730996486216,9.6468128296271,29.932504758343597,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,81.62997116623887,6.362079817117278,0.8351702218951172,10.580768500249318,18.997225944041826,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,54.92016514102576,6.0471993129789485,0.4338448618726728,10.524408286034939,27.7244283915049,1,1
Deira,25.276987,55.296249,4.0,2,55,92.69604340750942,2.6319956307823213,0.6679143120790633,4.321244188796311,26.77093007060082,1,1
Dubai Marina,25.08,55.14,6.0,2,42,62.74509789511806,8.05528694932143,0.7680948846147487,4.862915064427133,16.21835617981615,1,1
Dubai Marina,25.08,55.14,6.0,2,42,70.56062876909735,9.009835114772754,0.618226034046068,5.970934902830861,16.280497436525067,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,78.61952918837068,0.9602166463416117,0.8083409770721461,9.892168630979079,36.69245742831076,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,55.48730064618346,9.330280846619457,0.4602496084583505,1.9646225166138462,43.72585942184553,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,64.809454883706,9.258869116422723,0.2732666865443749,3.195665240321413,37.14299638332157,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,37.97155428857824,1.2963813795260726,0.49890475733580575,4.691236916483941,34.62652281313223,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,36.55458567018104,7.553789994357894,0.9404860099555467,1.2057873949426106,43.89177220481345,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,61.0760937268502,3.681084085103732,0.7623046969186841,3.5666423355757573,24.837775174419672,0,0
Mirdif,25.2203,55.4162,8.0,1,48,47.4581331472723,9.301012190753505,0.3850598149013412,3.7697116244030133,35.87130725230254,0,0
Mirdif,25.2203,55.4162,8.0,1,48,45.34901147015721,7.441709475093803,0.46477154818928856,0.18015648843198884,38.203102572865,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,62.28109269726381,5.01715652275899,0.8131444582723781,4.673611978614684,31.56075836371927,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,30.665115389763795,0.7530590170019003,0.018998095095383194,0.5790353750751187,17.689951605932322,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,96.00546965138903,8.548088656853123,0.3144609396218975,5.694863183658695,30.504695768255907,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,87.94464271006868,0.5373578872971818,0.9043063607580546,9.832685339724275,39.55514088433806,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,71.21346636403106,7.172938077504075,0.6603014028142171,5.804644934488433,39.14565821903624,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,60.875540553372105,7.651320684082408,0.693777671702166,4.449495833172226,29.08437962932487,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,69.87108620744004,2.1316361726518043,0.5305563327785804,8.95233333236179,31.01023093540535,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,81.06534849497311,8.74759737863349,0.2102143226487736,10.444832490778273,42.53374930632637,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,54.986358452285025,9.943063025681635,0.18918174607289706,5.3858124966924485,24.413468962308112,1,1
Mirdif,25.2203,55.4162,8.0,1,48,74.02849737261025,0.7727607721192775,0.5718379593608812,0.9499636054173317,29.380452576982226,1,1
International City,25.1634,55.4179,6.5,1,45,45.860053670781966,7.933936599698136,0.1085551783633818,5.108983938251851,43.16158999540217,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,59.27621405692533,1.7661435638991585,0.05350785669411384,3.7982190963692326,31.178798144524066,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,91.99570263316014,5.071984984450041,0.6683860827949325,4.633697846298178,42.526652001786736,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,67.7243774664079,1.7439958753360685,0.24622179840464442,5.243013016134803,34.96432731666111,1,1
Mirdif,25.2203,55.4162,8.0,1,48,95.25582795759578,5.975929602257527,0.13805691129120923,8.10512527734268,21.04473481970555,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,91.56393659472346,6.969678201217331,0.6748831565545016,3.5103909713248136,43.732001959540824,1,1
Mirdif,25.2203,55.4162,8.0,1,48,98.23474491214488,8.532670175447791,0.21802734920971434,0.9409536606135882,35.60041873258581,1,1
Deira,25.276987,55.296249,4.0,2,55,41.928979002366006,0.24283162369366673,0.12178577576981464,2.790842940947193,21.669280820682783,1,1
Deira,25.276987,55.296249,4.0,2,55,37.38617778645365,2.432149421614598,0.7798812944685589,5.564237499255066,28.712034518611723,1,1
Deira,25.276987,55.296249,4.0,2,55,73.9415783265639,8.661758318928158,0.47599324924540565,9.075124350634294,33.842620773151324,1,1
Dubai Marina,25.08,55.14,6.0,2,42,70.8837562472626,3.6655591103986995,0.04108737807161189,3.212486391844011,40.43168276718461,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,51.05019645190995,3.7577629025091595,0.18142083233570705,2.7230463164194476,15.26139366840359,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,38.65298361284485,7.847808578989094,0.815474317446249,1.2109483924121114,17.935178593482956,1,1
International City,25.1634,55.4179,6.5,1,45,68.42206096528777,7.3682482316222195,0.3419464268291038,5.656555544734534,15.857789675582023,1,1
Mirdif,25.2203,55.4162,8.0,1,48,60.40422105938908,0.5342665624479859,0.27874893915616095,5.124359521491316,37.08751024930357,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,60.99910953273981,9.644518886999974,0.9368466549600626,7.922623963369533,17.1560228325713,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,63.541195228849524,7.8404977991889435,0.17853916183849006,9.257837533629909,20.547743464818538,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,58.18621779670599,6.744809230266529,0.17008975134011417,6.745541604409445,35.800506424509706,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,69.40436967156384,9.491411741951696,0.8960730792338101,3.8850478078012856,40.94007965191767,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,73.04420374123222,6.277040993262323,0.4021560690781498,1.8282032377613895,17.11337597121249,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,62.427343778930585,8.086929754136667,0.5518909017738167,4.259561534063005,19.75279782684838,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,49.09227780468545,6.627911215994915,0.010944361314822681,2.276624725150002,24.8070793543368,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,71.77903014338271,7.477200846374037,0.16259419264747488,3.8363780336018354,23.256540695904725,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,41.15893355505982,4.142324996035662,0.1505399601266335,11.674293104523226,35.5455002589138,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,55.553788473751226,3.8088419745413526,0.8436152997646714,3.7111781000418067,34.65582971771464,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,84.40331398162436,2.1969524841986896,0.2103839433431851,7.272891177761583,28.081446193307947,1,1
International City,25.1634,55.4179,6.5,1,45,60.40154856622664,7.432478528619959,0.10804750268884866,4.98043256345505,27.747737461282675,0,0
Mirdif,25.2203,55.4162,8.0,1,48,61.41748122295198,0.5668859733181686,0.8789033868468696,6.772238527823517,20.949652535570085,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,45.997885450947905,6.95367451200712,0.2504698132069927,2.5487804017461406,22.534666681194405,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,94.53683434219963,3.287280566471915,0.11113664339848672,11.342673228145545,31.22031423743359,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,69.016291501344,2.918735405623888,0.9609543230755714,10.232119108944687,39.09923243481758,0,0
Dubai Marina,25.08,55.14,6.0,2,42,45.36949188156235,6.430981311521917,0.123331214925395,2.5337413647903597,38.188700170567344,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,73.96370703316603,6.022491698084326,0.9746094408286368,6.732843851586788,41.228927587383595,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,44.1037201639426,7.01044349731796,0.8942193248033983,0.36270671414161404,22.2843636662057,1,1
Mirdif,25.2203,55.4162,8.0,1,48,61.24547355308809,2.852997858078681,0.3838097597433485,5.605660053113528,32.9276407068769,1,1
Mirdif,25.2203,55.4162,8.0,1,48,31.433416749816402,8.113515984638678,0.5117247049985317,7.425749903450623,35.53597680651787,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,87.64767456213247,0.12503406860986055,0.865334994085471,0.561023677647742,33.47739199398865,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,47.27916593465279,6.678412859851909,0.9539132794088786,5.352407582888558,41.94607016656734,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,31.054631954790647,4.787789030540466,0.8700739141970102,2.3537943324278476,43.74027964441681,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,68.53411664474547,1.5803650252481594,0.015650652232143236,11.920607865186899,25.147718279884977,0,0
Deira,25.276987,55.296249,4.0,2,55,88.79981336419391,6.276596466245299,0.9414904308480029,7.196782973345144,20.464982526973138,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,98.49554368884385,9.305772691468253,0.500195258050751,8.440279952887103,20.1472083766468,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,39.49117754908256,1.2083030227828206,0.27259763222623157,7.984726715796937,31.434405191355538,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,74.52638714843071,5.358084664073437,0.7489175202765641,1.8439964006738117,42.591484974803485,1,1
International City,25.1634,55.4179,6.5,1,45,33.25842280804474,7.411758656168011,0.12682328497574546,7.965209922143652,31.661932327966873,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,36.804685184167134,9.526286984462448,0.6705260517735092,11.07069088403377,27.034918142437622,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,94.03752783771647,0.7857881289668367,0.3304699847762844,8.118461197358737,23.807582430599854,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,30.818280250449153,3.6641914766720185,0.8324640972876539,7.58652952124139,33.45811315271426,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,77.87010152049695,1.6263926092975578,0.4214436249546587,6.823718509732497,19.675752717101034,1,1
International City,25.1634,55.4179,6.5,1,45,94.36817079992643,7.116808890859052,0.04031052469545604,7.586841630547026,31.36173042853414,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,41.47188505090935,7.360771069630338,0.29587926530253505,2.645490997626011,20.162258090798865,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,31.572344873707355,1.0531889064984357,0.3478637697818233,10.441394253267553,40.138513402909894,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,75.96104960207052,1.7424078418516764,0.9148996820600946,3.452217637296347,20.930587227089095,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,56.83767112629578,8.875375179937233,0.3060866626622303,10.450014649512708,26.699770882605694,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,68.13434154779189,3.6025647704304053,0.5906138548140859,6.158160819340116,23.286589691958493,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,47.348475153125875,6.934238558478305,0.546904970873308,3.4895413077823387,23.573801811665305,1,1
Dubai Marina,25.08,55.14,6.0,2,42,66.74655896117272,5.217042482234485,0.19361168488586467,7.789526845646709,43.609064797090014,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,58.9086962419065,1.8651099590856213,0.9569829005282904,9.619787429865715,40.22703792676446,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,57.564948137936284,7.952785332421647,0.8736694109307435,10.379165683024404,26.258673525375222,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,67.28926050444367,0.38279046826051877,0.7698761428789026,11.474500986344754,28.147023714617255,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,94.31775267175392,8.27388811793592,0.6829634607290247,1.1336133488370561,39.74965654677949,1,1
Deira,25.276987,55.296249,4.0,2,55,40.19242901675377,6.584141132768266,0.7995282251267609,1.9769788936942403,38.8047213163253,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,81.629770544883,7.973221484639634,0.9749586973623253,2.507489281716959,30.133160313171366,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,44.445690114728436,7.9108120904473,0.8883541130921724,5.827161815481231,19.826228221514754,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,49.93153542142862,2.05679019336534,0.5144154655729241,0.4878383410156566,44.25727147249013,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,66.48251658259085,5.085996135422003,0.16592063543050417,11.551757782644222,42.43792314806687,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,81.89734401001175,3.156571051090822,0.26299927582891225,10.41252445891293,33.474616066729745,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,38.957707364508394,3.6374571628269536,0.5010333621320863,5.363895445361006,32.491006942470875,0,0
International City,25.1634,55.4179,6.5,1,45,34.54982529239828,6.479621592517304,0.8118044405706597,1.1351485307654032,39.347173942334244,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,76.64655172352637,8.883205791460275,0.4293476284549782,8.181214960212495,23.8479334097169,0,0
Deira,25.276987,55.296249,4.0,2,55,49.77188953584293,2.4736600704314373,0.02627456031378128,2.4253056397437187,22.87237664608832,1,1
International City,25.1634,55.4179,6.5,1,45,51.49682931909096,0.9292847481624544,0.8361543253914008,4.824436526283994,39.60362746466461,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,77.9083322494331,7.143019192182636,0.7489267656439594,5.651242032487207,15.11370241315338,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,76.65294446671922,1.32381033989442,0.44975673968673446,9.549899137803575,44.110251735268726,1,1
Dubai Marina,25.08,55.14,6.0,2,42,76.58487838689426,3.9567141468796496,0.23888504745049632,0.3977157573392729,40.27523823670126,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,62.71919644715603,3.6891372423754754,0.831440498555537,2.079492454653436,36.75413340436249,0,0
International City,25.1634,55.4179,6.5,1,45,39.66211059672843,6.482932857306267,0.38317427937404525,7.919492830465795,36.67550643007523,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,99.31187293107095,5.662714006063478,0.25897761998189417,7.098307908067269,39.536878561959554,1,1
Mirdif,25.2203,55.4162,8.0,1,48,71.9049446275017,9.789511671939689,0.7648165291808471,3.8405816954023324,40.9158095305242,1,1
Dubai Marina,25.08,55.14,6.0,2,42,50.44962380697981,0.09287354246638624,0.5107555164530382,5.677855060886067,25.67624226883629,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,61.65348059617082,8.74910844191378,0.40603384577293955,7.526309376778951,15.774087071892021,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,63.20058810306549,4.371961474432654,0.9822830457949858,1.1058348071666764,24.710590876463456,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,93.88144235109351,0.792418398138599,0.7907300161680821,1.2917069837326904,43.885609445887695,1,1
Mirdif,25.2203,55.4162,8.0,1,48,61.11409915666479,7.425392082506409,0.22739952687216092,5.7007652870412215,39.46065577533697,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,62.16130274518405,9.791003059199607,0.6404286463246199,3.4011871068645605,43.41438019096925,1,1
Deira,25.276987,55.296249,4.0,2,55,89.80962163638472,4.072828199733133,0.09168867141877868,11.592342612682161,35.874556824564586,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,85.8167447069908,6.285561427135359,0.8969361844312861,7.208495776646387,39.793156469298275,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,94.8047625005277,0.3057275861715958,0.7728124007118454,3.5792247871658374,18.367628619799422,1,1
International City,25.1634,55.4179,6.5,1,45,57.26426311594108,7.973669529903753,0.7035180352854723,4.812374422391663,43.13606173232852,1,1
Deira,25.276987,55.296249,4.0,2,55,57.1355966004779,0.23629615108971436,0.32904152696054856,4.56294288238843,22.7440918761466,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,49.706621625517975,0.2794615562120206,0.17515917015631932,11.30239527323869,44.925704323711145,0,0
Dubai Marina,25.08,55.14,6.0,2,42,71.47635992176521,3.7243721745505676,0.670167561752145,1.5701247712621171,36.44914450909983,1,1
Deira,25.276987,55.296249,4.0,2,55,99.80608332227847,5.568791519562394,0.1468423620289011,10.01272388498232,22.611935231702,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,33.08464790655638,8.36588857816782,0.9994722414793521,11.05016402714303,42.991156582390786,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,38.216579001962344,7.066279124720683,0.04632792555107412,11.91671542175261,35.462591409664476,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,67.10486987528711,3.66057708811218,0.854024404356883,0.3455825036130853,30.90274454630996,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,97.1811026541148,6.162936059356734,0.5618020046905091,11.006877184146761,21.70726218212749,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,70.42918149097434,9.77123048802952,0.2472235841076874,0.16580605188437536,20.578427138016735,0,0
Dubai Marina,25.08,55.14,6.0,2,42,88.39444530145039,4.6238509662500915,0.7561381168614808,11.934036729635555,36.73787732595596,1,1
Mirdif,25.2203,55.4162,8.0,1,48,90.13296694937898,3.6218564747208672,0.06527370225728957,9.354968110709502,34.71359084924241,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,88.14772417915847,6.355944119304434,0.553110315962022,8.78397928438025,25.635158548781007,0,0
International City,25.1634,55.4179,6.5,1,45,63.666157832258136,6.926816102729305,0.5523452711265574,9.184258466077013,40.75308200445729,0,0
Dubai Marina,25.08,55.14,6.0,2,42,40.868922411883005,5.803710313703139,0.06219212331715074,9.03286603667204,16.54014385149596,0,0
Mirdif,25.2203,55.4162,8.0,1,48,73.3224107563558,2.2787166282460136,0.4828175860484182,3.8092963357985146,29.691532337482347,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,33.01211165695597,4.6858987123909435,0.3427847351071537,9.320796959445417,31.164802776884052,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,97.69610562282088,8.202264835314972,0.38400714439413997,7.615594102923756,20.82731324429562,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,47.169569280168474,9.965054216462622,0.9772768052801333,7.102031693816857,21.271175348595143,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,87.21095457135578,2.3782143557803503,0.434033405015086,8.282075119719845,22.30582584643267,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,51.29652971098358,7.075541572400273,0.5252155689941381,1.2896698485973213,19.11177051778039,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,79.02881783869728,8.470972670277709,0.7825380029049656,9.478505706901093,22.828828382432036,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,33.73385395347975,3.9417134544322483,0.3501143821948678,7.766064981160676,36.54040290658805,0,0
